snapshot_date,country,marketplace,channel,sku,site_sku,asin,currency,sales_units,sales_amount,sales_amount_usd,return_units,total_orders,session,page_view,unit_session_percentage,buy_box_percentage,browser_session,browser_page_views,app_session,app_page_view,source_system,source_report,source_file_id,source_sheet_name,source_row_hash,sync_batch_id,synced_at,created_at,updated_at,data_window_start_date,data_window_end_date,latest_source_date,is_fallback_used,fallback_reason,data_age_days
2026-06-21,CA,Amazon,Amazon,SP3210-R,,,CAD,1.00,23.99,17.46,0,1,1,1,100,$100.00,1,1,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,e3209f310ab2894a1dfe5e94bb76728d,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-22,CA,Amazon,Amazon,SP3210-R,,,CAD,1.00,23.99,17.46,0,1,2,2,50,$100.00,0,0,2,2,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,097f88ecc07cc00283acae71d242afa9,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-04,CA,Amazon,Amazon,SP3120-M,,,CAD,1.00,25.99,18.92,0,1,4,4,25,$100.00,2,2,2,2,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,b7be69b16cf96f749a6848d45a39058c,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-09,CA,Amazon,Amazon,SP3120-M,,,CAD,1.00,25.99,18.92,0,1,0,0,0,$0.00,0,0,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,315c130bd8727857fe217a0c0d25efa1,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-06,CA,Amazon,Amazon,SP3120-M,,,CAD,1.00,25.99,18.92,0,1,9,10,11,$100.00,3,3,6,7,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,1198c5c75b1a344c6cc15202162a1846,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-08,CA,Amazon,Amazon,SP3120-M,,,CAD,1.00,25.99,18.92,0,1,13,15,8,$100.00,5,5,8,10,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,fa64daaef64a2ad3029f6997eb24a45a,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-07,CA,Amazon,Amazon,SP3120-M,,,CAD,1.00,25.99,18.92,0,1,8,9,13,$100.00,4,4,4,5,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,b16608104839d210d961116b4f5687d6,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-10,CA,Amazon,Amazon,SP3120-R,,,CAD,1.00,25.99,18.92,0,1,2,2,50,$100.00,1,1,1,1,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,7857effacc666ef97a0612457e2c30d7,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-13,CA,Amazon,Amazon,SP3120-M,,,CAD,1.00,25.99,18.92,0,1,0,0,0,$0.00,0,0,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,c640b9871dd29c749407924af7822c56,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-13,CA,Amazon,Amazon,SP3120-R,,,CAD,1.00,25.99,18.92,0,1,0,0,0,$0.00,0,0,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,68b4c8db3678cc5249ef565feff65640,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-13,CA,Amazon,Amazon,SP5120-M,,,CAD,1.00,25.99,18.92,0,1,0,0,0,$0.00,0,0,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,34558313779f3a9e3f226a455dac40b4,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-11,CA,Amazon,Amazon,SP5120-M,,,CAD,1.00,25.99,18.92,0,1,1,1,100,100,0,0,1,1,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,4da2315c16be3d3b6d4f37d03f581509,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-12,CA,Amazon,Amazon,SP3120-R,,,CAD,1.00,25.99,18.92,0,1,2,2,50,100,1,1,1,1,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,539e0f5dc1d75706ec40ca654e6d0972,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-15,CA,Amazon,Amazon,SP3120-M,,,CAD,1.00,25.99,18.92,0,1,9,9,11.11,100,6,6,3,3,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,566cd83a4d72bf93fa9090ad2135f97a,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-14,CA,Amazon,Amazon,SP5120-M,,,CAD,1.00,25.99,18.92,0,1,1,1,100,100,0,0,1,1,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,5805dd9b81855924b34059873f4fb665,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-17,CA,Amazon,Amazon,SP3120-M,,,CAD,1.00,25.99,18.92,0,1,3,3,33.33,100,3,3,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,be47e234f80c494a972989e50a6d1051,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-20,CA,Amazon,Amazon,SP3120-M,,,CAD,1.00,25.99,18.92,0,1,5,6,20,100,3,4,2,2,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,3a774acc52137ad94162d56e3c97693c,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-18,CA,Amazon,Amazon,SP5120-R,,,CAD,1.00,25.99,18.92,0,1,1,3,100,100,0,0,1,3,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,07d9b260485820ad60cbd0b653836325,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-19,CA,Amazon,Amazon,SP3120-R,,,CAD,1.00,25.99,18.92,0,1,4,4,25,100,1,1,3,3,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,c4062202419143e69cce0c6e9341dce1,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-21,CA,Amazon,Amazon,SP3120-R,,,CAD,1.00,25.99,18.92,0,1,5,5,20,100,1,1,4,4,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,a04d9b53e65798fc702fb87d15a168d7,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-04,CA,Amazon,Amazon,MO5600-R,,,CAD,1.00,27.99,20.38,0,1,4,5,25,100,1,1,3,4,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,b37ecac3c57e6ff6ec217b4e71f009b9,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-05,CA,Amazon,Amazon,MO5600-M,,,CAD,1.00,27.99,20.38,0,1,6,6,16.67,100,5,5,1,1,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,a803aaf523b2b5d552ec718bc7597d27,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-08,CA,Amazon,Amazon,MO5600-M,,,CAD,1.00,27.99,20.38,0,1,6,9,16.67,100,2,4,4,5,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,34ac9aeeafd3e0b6daee3b48b0992af3,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-21,CA,Amazon,Amazon,MO5600-M,,,CAD,1.00,27.99,20.38,0,1,4,5,25,100,0,0,4,5,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,bc7d14ad02a1ef9dcb8f18a74e863d02,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-05,CA,Amazon,Amazon,SP3410-M,,,CAD,1.00,29.99,21.83,0,1,2,3,50,100,1,1,1,2,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,d7a65f647f0045b81be1f28fdfb6e38d,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-04,CA,Amazon,Amazon,SP3320-R,,,CAD,1.00,29.99,21.83,0,1,3,3,33.33,100,3,3,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,93fbe92b386a85741f2cde9de78a1393,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-03,CA,Amazon,Amazon,SP3410-M,,,CAD,1.00,29.99,21.83,0,1,4,7,25,100,2,4,2,3,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,09e68e306dfee6a80ff058c81e7cec91,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-08,CA,Amazon,Amazon,SP3320-R,,,CAD,1.00,29.99,21.83,0,1,7,11,14.29,100,2,6,5,5,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,9373a4e7903109b6bef278869b32a82f,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-07,CA,Amazon,Amazon,SP3410-M,,,CAD,1.00,29.99,21.83,0,1,9,12,11.11,91.67,5,6,4,6,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,f6269d9ce7133b681254922fe9a85240,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-13,CA,Amazon,Amazon,SP3410-M,,,CAD,1.00,29.99,21.83,0,1,0,0,0,0,0,0,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,8768ba682fbf7e3eac048b4ee0175921,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-12,CA,Amazon,Amazon,SP3410-M,,,CAD,1.00,29.99,21.83,0,1,3,6,33.33,100,3,6,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,c2562d47b9d8de9797d454bf6fe805a2,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-20,CA,Amazon,Amazon,SP3320-R,,,CAD,1.00,29.99,21.83,0,1,3,6,33.33,100,1,1,2,5,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,837473351673a2e796584a26dfb401a4,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-18,CA,Amazon,Amazon,SP3410-R,,,CAD,1.00,29.99,21.83,0,1,3,5,33.33,100,1,3,2,2,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,a104b4d7bced41826b1d27fe772ef347,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-03,CA,Amazon,Amazon,SP5020-B,,,CAD,1.00,34.99,25.47,0,1,2,2,50,100,1,1,1,1,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,cca5f787e5144d3b9b3aac4588e511ea,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-04,CA,Amazon,Amazon,SP5020-M,,,CAD,1.00,34.99,25.47,0,1,4,4,25,100,2,2,2,2,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,3291a7a9b3c1874bcfea387d03d37413,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-03,CA,Amazon,Amazon,SP5020-M,,,CAD,1.00,34.99,25.47,0,1,5,7,20,100,4,6,1,1,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,aebf3b493af69a8614a6499d667a2b87,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-05,CA,Amazon,Amazon,CO1200-WR,,,CAD,1.00,34.99,25.47,0,1,5,5,20,100,2,2,3,3,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,a6bc82a1bbd30e6a52ca8aa7a6f2203d,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-04,CA,Amazon,Amazon,SP5020-R,,,CAD,1.00,34.99,25.47,0,1,9,9,11.11,100,4,4,5,5,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,4440c1720f413ae02abbb0b3d3d8a979,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-09,CA,Amazon,Amazon,SP5020-R,,,CAD,1.00,34.99,25.47,0,1,0,0,0,0,0,0,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,d91919aec92e9186a616de2fd40d0857,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-06,CA,Amazon,Amazon,SP5020-M,,,CAD,1.00,34.99,25.47,0,1,8,8,12.5,100,6,6,2,2,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,78874e85fa5e4950baec550a00010c99,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-06,CA,Amazon,Amazon,CO1200-WR,,,CAD,1.00,34.99,25.47,0,1,4,4,25,100,2,2,2,2,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,b18812a80da36c28f4a8a4d88d8f05a6,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-08,CA,Amazon,Amazon,CO1200-WR,,,CAD,1.00,34.99,25.47,0,1,2,2,50,100,2,2,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,e389e74cee917732e0975ab18750d5ba,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-08,CA,Amazon,Amazon,SP5020-R,,,CAD,1.00,34.99,25.47,0,1,11,13,9.09,100,5,5,6,8,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,21be1f5cc2bc031d3c8d4ac8f8c665dc,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-07,CA,Amazon,Amazon,SP5020-T,,,CAD,1.00,34.99,25.47,0,1,5,5,20,100,1,1,4,4,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,d88fe30ffda314fa65d83d4ec522a8d2,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-07,CA,Amazon,Amazon,SP5020-R,,,CAD,1.00,34.99,25.47,0,1,12,14,8.33,100,4,5,8,9,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,b4a3bf4d63094b24ebb116797bdb0f94,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-13,CA,Amazon,Amazon,CO1200-WR,,,CAD,1.00,34.99,25.47,0,1,0,0,0,0,0,0,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,6da60a7aab4105bd0be0426b5b276bd7,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-13,CA,Amazon,Amazon,SP5020-T,,,CAD,1.00,34.99,25.47,0,1,0,0,0,0,0,0,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,4269a461ae8c6cdebf43505b260f6e2c,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-12,CA,Amazon,Amazon,SP5020-R,,,CAD,1.00,34.99,25.47,0,1,6,8,16.67,100,6,8,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,a361a208d14d79cdf53200373eb7ba52,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-12,CA,Amazon,Amazon,SP5020-T,,,CAD,1.00,34.99,25.47,0,1,2,2,50,100,2,2,0,0,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,dd43329f50abbd7995e7adce93f61db3,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-15,CA,Amazon,Amazon,SP5020-R,,,CAD,1.00,34.99,25.47,0,1,12,12,8.33,100,6,6,6,6,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,837beab2adb7f6d14db6b82bed80ddf8,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-15,CA,Amazon,Amazon,SP5020-T,,,CAD,1.00,34.99,25.47,0,1,5,5,20,100,3,3,2,2,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,c6f2e018582a43137daebbcfe11c5b02,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-15,CA,Amazon,Amazon,CO1200-O,,,CAD,1.00,34.99,25.47,0,1,1,1,100,100,0,0,1,1,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,dae80e0e5589ef994ef8d25b79769f52,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-15,CA,Amazon,Amazon,CO1200-WR,,,CAD,1.00,34.99,25.47,0,1,7,10,14.29,100,5,8,2,2,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,f635932e6716eb87596afff07a0a4e45,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-14,CA,Amazon,Amazon,MF1000-M1,,,CAD,1.00,34.99,25.47,0,1,9,12,11.11,100,4,6,5,6,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,3bac5b8220b8eb3ae8e17d4baa612d63,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-17,CA,Amazon,Amazon,SP5020-T,,,CAD,1.00,34.99,25.47,0,1,2,3,50,100,0,0,2,3,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,367e8b0ee6c48d3c017b1e203d106cd5,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-17,CA,Amazon,Amazon,CO1200-WR,,,CAD,1.00,34.99,25.47,0,1,8,8,12.5,100,1,1,7,7,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,6e7d8e9da49bc5cb15cbdc5c37a28ff3,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-20,CA,Amazon,Amazon,CO1200-WR,,,CAD,1.00,34.99,25.47,0,1,6,9,16.67,100,2,4,4,5,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,fc13b23ffc311ff1958b1ff7f91d6cee,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
2026-06-20,CA,Amazon,Amazon,SP5020-M,,,CAD,1.00,34.99,25.47,0,1,4,10,25,100,1,6,3,4,BigQuery Import,Amazon Daily Sales,amazon-database-489810.AmazonSales.Raw Daily Sales,Raw Daily Sales,4cbb0b1ef584fb0602d2d8642743d0f0,SYNC-amazon_daily_sales_snapshot-610472af,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-08-02 12:43:25,2026-06-03,2026-07-30,2026-07-30,FALSE,,3
